drug1,drug2,cell,score,label
TOPOTECAN,BEZ-235,T47D,57.24360015,1
TOPOTECAN,BEZ-235,UACC62,24.41310053,1
TOPOTECAN,BEZ-235,VCAP,21.16222094,1
TOPOTECAN,BEZ-235,ZR751,23.2342723,1
TOPOTECAN,DINACICLIB,A2058,-8.472477693,0
TOPOTECAN,DINACICLIB,A2780,-0.66444986,0
TOPOTECAN,DINACICLIB,A375,-6.715052888,0
TOPOTECAN,DINACICLIB,CAOV3,-1.566734769,0
TOPOTECAN,DINACICLIB,ES2,-6.985294531,0
TOPOTECAN,DINACICLIB,HT29,-17.07016604,0
TOPOTECAN,DINACICLIB,KPL1,13.9105726,1
TOPOTECAN,DINACICLIB,LNCAP,-163.0968503,0
TOPOTECAN,DINACICLIB,LOVO,-2.24043516,0
TOPOTECAN,DINACICLIB,NCIH1650,-29.45369647,0
TOPOTECAN,DINACICLIB,NCIH23,-16.75045261,0
TOPOTECAN,DINACICLIB,NCIH460,-17.62474375,0
TOPOTECAN,DINACICLIB,OV90,-0.074441106,0
TOPOTECAN,DINACICLIB,RPMI7951,-8.175292953,0
TOPOTECAN,DINACICLIB,SKMES1,-14.2633707,0
TOPOTECAN,DINACICLIB,SKOV3,-21.79274166,0
TOPOTECAN,DINACICLIB,SW620,-1.984011574,0
TOPOTECAN,DINACICLIB,SW837,-15.89758946,0
TOPOTECAN,DINACICLIB,T47D,-9.764205037,0
TOPOTECAN,DINACICLIB,UACC62,10.99981772,1
TOPOTECAN,DINACICLIB,VCAP,-4.531403458,0
TOPOTECAN,MK-8776,A2058,41.56384819,1
TOPOTECAN,MK-8776,A427,28.95509979,1
TOPOTECAN,MK-8776,ES2,-6.186443922,0
TOPOTECAN,MK-8776,HCT116,12.2187679,1
TOPOTECAN,MK-8776,HT144,28.50008464,1
TOPOTECAN,MK-8776,HT29,24.07706293,1
TOPOTECAN,MK-8776,KPL1,18.6624639,1
TOPOTECAN,MK-8776,LNCAP,-138.9528981,0
TOPOTECAN,MK-8776,MDAMB436,12.00773808,1
TOPOTECAN,MK-8776,MSTO,-6.433455837,0
TOPOTECAN,MK-8776,NCIH23,15.31949959,1
TOPOTECAN,MK-8776,NCIH460,-34.59841245,0
TOPOTECAN,MK-8776,NCIH520,25.24708336,1
TOPOTECAN,MK-8776,OV90,-7.227087298,0
TOPOTECAN,MK-8776,RPMI7951,-3.257305398,0
TOPOTECAN,MK-8776,SKMEL30,61.59177394,1
TOPOTECAN,MK-8776,SKMES1,-17.09816322,0
TOPOTECAN,MK-8776,SW620,23.70635184,1
TOPOTECAN,MK-8776,SW837,13.10090829,1
TOPOTECAN,MK-8776,T47D,-49.75887192,0
TOPOTECAN,MK-8776,UACC62,-8.774902654,0
TOPOTECAN,MK-8776,VCAP,34.95452145,1
TOPOTECAN,SORAFENIB,A2058,-1.564872783,0
TOPOTECAN,SORAFENIB,ES2,-1.603023666,0
TOPOTECAN,SORAFENIB,HT29,-12.21221116,0
TOPOTECAN,SORAFENIB,LNCAP,-6.847502168,0
TOPOTECAN,SORAFENIB,LOVO,-4.813212408,0
TOPOTECAN,SORAFENIB,MDAMB436,-4.875300207,0
TOPOTECAN,SORAFENIB,MSTO,-18.11747083,0
TOPOTECAN,SORAFENIB,NCIH1650,-0.100587978,0
TOPOTECAN,SORAFENIB,NCIH23,-2.98627311,0
TOPOTECAN,SORAFENIB,NCIH520,13.54885898,1
TOPOTECAN,SORAFENIB,RPMI7951,-0.136591391,0
TOPOTECAN,SORAFENIB,SKOV3,-8.143919443,0
TOPOTECAN,SORAFENIB,SW837,-7.730108831,0
TOPOTECAN,SORAFENIB,T47D,-12.75363736,0
TOPOTECAN,SORAFENIB,VCAP,-5.749697079,0
TOPOTECAN,SORAFENIB,ZR751,-15.7705134,0
VINBLASTINE,ABT-888,A2058,-6.260305872,0
VINBLASTINE,ABT-888,A2780,-33.01039272,0
VINBLASTINE,ABT-888,A375,-33.66188078,0
VINBLASTINE,ABT-888,A427,-32.17034257,0
VINBLASTINE,ABT-888,CAOV3,-38.11192775,0
VINBLASTINE,ABT-888,ES2,-12.72149447,0
VINBLASTINE,ABT-888,HCT116,-16.55595588,0
VINBLASTINE,ABT-888,HT144,-31.95203457,0
VINBLASTINE,ABT-888,HT29,-44.09793187,0
VINBLASTINE,ABT-888,KPL1,-7.624608024,0
VINBLASTINE,ABT-888,LNCAP,-45.33134536,0
VINBLASTINE,ABT-888,LOVO,-31.81536286,0
VINBLASTINE,ABT-888,MDAMB436,-21.32252366,0
VINBLASTINE,ABT-888,MSTO,-6.995458184,0
VINBLASTINE,ABT-888,NCIH1650,-29.0083885,0
VINBLASTINE,ABT-888,NCIH2122,-21.16777445,0
VINBLASTINE,ABT-888,NCIH23,-34.89296572,0
VINBLASTINE,ABT-888,NCIH460,-15.35249881,0
VINBLASTINE,ABT-888,NCIH520,-13.3486394,0
VINBLASTINE,ABT-888,OV90,-19.15594557,0
VINBLASTINE,ABT-888,RKO,-5.541467635,0
VINBLASTINE,ABT-888,RPMI7951,-37.34478721,0
VINBLASTINE,ABT-888,SKMEL30,-16.1673518,0
VINBLASTINE,ABT-888,SKMES1,-0.485674371,0
VINBLASTINE,ABT-888,SKOV3,-5.210869674,0
VINBLASTINE,ABT-888,SW620,-5.712796582,0
VINBLASTINE,ABT-888,SW837,-30.4198704,0
VINBLASTINE,ABT-888,T47D,-19.7234483,0
VINBLASTINE,ABT-888,UACC62,-28.21780099,0
VINBLASTINE,ABT-888,VCAP,-14.55831433,0
VINBLASTINE,ABT-888,ZR751,-50.84000559,0
VINBLASTINE,AZD1775,A375,-5.492115217,0
VINBLASTINE,AZD1775,A427,-13.28690127,0
VINBLASTINE,AZD1775,CAOV3,-7.448189591,0
VINBLASTINE,AZD1775,ES2,21.07733507,1
VINBLASTINE,AZD1775,HT144,11.82619061,1
VINBLASTINE,AZD1775,HT29,-6.538344268,0
VINBLASTINE,AZD1775,KPL1,11.18542234,1
VINBLASTINE,AZD1775,LNCAP,-4.077703147,0
VINBLASTINE,AZD1775,LOVO,-0.715024317,0
VINBLASTINE,AZD1775,MSTO,-16.17330097,0
VINBLASTINE,AZD1775,NCIH1650,11.35576882,1
VINBLASTINE,AZD1775,NCIH2122,-23.03504899,0
VINBLASTINE,AZD1775,NCIH23,-20.93263176,0
VINBLASTINE,AZD1775,NCIH460,-9.214563403,0
VINBLASTINE,AZD1775,OV90,-16.28323135,0
VINBLASTINE,AZD1775,RPMI7951,-6.459396672,0
VINBLASTINE,AZD1775,SKMEL30,-19.4524336,0
VINBLASTINE,AZD1775,SKMES1,-11.09668695,0
VINBLASTINE,AZD1775,SKOV3,25.80182474,1
VINBLASTINE,AZD1775,SW620,20.37152377,1
VINBLASTINE,AZD1775,SW837,-2.702329404,0
VINBLASTINE,AZD1775,T47D,-23.22852677,0
VINBLASTINE,AZD1775,UACC62,16.56310836,1
VINBLASTINE,AZD1775,VCAP,-10.55449578,0
VINBLASTINE,AZD1775,ZR751,-4.531192056,0
VINBLASTINE,BEZ-235,A2058,15.83662681,1
VINBLASTINE,BEZ-235,A2780,14.78323568,1
VINBLASTINE,BEZ-235,A375,33.63772163,1
VINBLASTINE,BEZ-235,A427,12.29336011,1
VINBLASTINE,BEZ-235,CAOV3,-7.613486858,0
VINBLASTINE,BEZ-235,ES2,54.79783766,1
VINBLASTINE,BEZ-235,HCT116,22.01341701,1
VINBLASTINE,BEZ-235,HT144,37.59751525,1
VINBLASTINE,BEZ-235,HT29,12.46231638,1
VINBLASTINE,BEZ-235,KPL1,24.20008646,1
VINBLASTINE,BEZ-235,LNCAP,11.92927195,1
VINBLASTINE,BEZ-235,LOVO,21.06278538,1
VINBLASTINE,BEZ-235,MDAMB436,15.6618498,1
VINBLASTINE,BEZ-235,MSTO,-15.40433875,0
VINBLASTINE,BEZ-235,NCIH1650,22.7832847,1
VINBLASTINE,BEZ-235,NCIH2122,-21.71734756,0
VINBLASTINE,BEZ-235,NCIH23,-2.378667641,0
VINBLASTINE,BEZ-235,NCIH460,22.52552924,1
VINBLASTINE,BEZ-235,NCIH520,14.0995353,1
VINBLASTINE,BEZ-235,OV90,22.68707228,1
VINBLASTINE,BEZ-235,RKO,25.65786173,1
VINBLASTINE,BEZ-235,SKMEL30,19.43400758,1
VINBLASTINE,BEZ-235,SKMES1,17.40616651,1
VINBLASTINE,BEZ-235,SKOV3,27.83945666,1
VINBLASTINE,BEZ-235,SW620,48.62427914,1
VINBLASTINE,BEZ-235,SW837,25.06499142,1
VINBLASTINE,BEZ-235,T47D,54.50425259,1
VINBLASTINE,BEZ-235,UACC62,23.35084878,1
VINBLASTINE,BEZ-235,VCAP,19.25946438,1
VINBLASTINE,BEZ-235,ZR751,19.86156253,1
VINBLASTINE,BORTEZOMIB,A2058,-10.55419165,0
VINBLASTINE,BORTEZOMIB,A2780,-37.13334543,0
VINBLASTINE,BORTEZOMIB,A375,-10.8968315,0
VINBLASTINE,BORTEZOMIB,A427,-12.91150452,0
VINBLASTINE,BORTEZOMIB,CAOV3,-32.10671184,0
VINBLASTINE,BORTEZOMIB,ES2,16.9704289,1
VINBLASTINE,BORTEZOMIB,HCT116,-13.98222264,0
VINBLASTINE,BORTEZOMIB,HT144,-17.85957742,0
VINBLASTINE,BORTEZOMIB,HT29,-27.19240385,0
VINBLASTINE,BORTEZOMIB,LNCAP,-199.2579703,0
VINBLASTINE,BORTEZOMIB,MDAMB436,-11.25332847,0
VINBLASTINE,BORTEZOMIB,MSTO,-24.78273688,0
VINBLASTINE,BORTEZOMIB,NCIH1650,-40.09623514,0
VINBLASTINE,BORTEZOMIB,NCIH2122,-38.162152,0
VINBLASTINE,BORTEZOMIB,NCIH23,-30.33070495,0
VINBLASTINE,BORTEZOMIB,NCIH460,-38.97671729,0
VINBLASTINE,BORTEZOMIB,NCIH520,-35.64042528,0
VINBLASTINE,BORTEZOMIB,OV90,-17.53033643,0
VINBLASTINE,BORTEZOMIB,RKO,-10.56821449,0
VINBLASTINE,BORTEZOMIB,RPMI7951,-21.52598832,0
VINBLASTINE,BORTEZOMIB,SKMEL30,-15.89976665,0
VINBLASTINE,BORTEZOMIB,SKMES1,-34.12471001,0
VINBLASTINE,BORTEZOMIB,SKOV3,-1.732884934,0
VINBLASTINE,BORTEZOMIB,SW620,15.12691776,1
VINBLASTINE,BORTEZOMIB,SW837,-9.30170878,0
VINBLASTINE,BORTEZOMIB,T47D,-32.24183569,0
VINBLASTINE,BORTEZOMIB,UACC62,-29.45041491,0
VINBLASTINE,BORTEZOMIB,VCAP,-14.05161279,0
VINBLASTINE,BORTEZOMIB,ZR751,-32.29125776,0
VINBLASTINE,DASATINIB,A2058,41.6650811,1
VINBLASTINE,DASATINIB,A2780,39.18536378,1
VINBLASTINE,DASATINIB,A375,-6.227297328,0
VINBLASTINE,DASATINIB,A427,15.63783605,1
VINBLASTINE,DASATINIB,CAOV3,-6.819538466,0
VINBLASTINE,DASATINIB,ES2,11.18416254,1
VINBLASTINE,DASATINIB,HCT116,-44.90357203,0
VINBLASTINE,DASATINIB,HT144,-39.59713445,0
VINBLASTINE,DASATINIB,HT29,-10.93278023,0
VINBLASTINE,DASATINIB,LNCAP,-32.69030668,0
VINBLASTINE,DASATINIB,LOVO,42.18423999,1
VINBLASTINE,DASATINIB,MDAMB436,-3.349819525,0
VINBLASTINE,DASATINIB,MSTO,93.43255317,1
VINBLASTINE,DASATINIB,NCIH1650,33.55402048,1
VINBLASTINE,DASATINIB,NCIH2122,-99.66705551,0
VINBLASTINE,DASATINIB,NCIH23,-6.921767338,0
VINBLASTINE,DASATINIB,NCIH460,10.69446034,1
VINBLASTINE,DASATINIB,NCIH520,39.41310981,1
VINBLASTINE,DASATINIB,OV90,-0.434253542,0
VINBLASTINE,DASATINIB,RKO,-4.558272452,0
VINBLASTINE,DASATINIB,SKMEL30,-34.9381396,0
VINBLASTINE,DASATINIB,SKMES1,-9.658091146,0
VINBLASTINE,DASATINIB,SW620,22.37840362,1
VINBLASTINE,DASATINIB,SW837,20.63883444,1
VINBLASTINE,DASATINIB,T47D,-40.10616085,0
VINBLASTINE,DASATINIB,VCAP,10.67249367,1
VINBLASTINE,DASATINIB,ZR751,-49.88629454,0
VINBLASTINE,DINACICLIB,A2058,-17.08245334,0
VINBLASTINE,DINACICLIB,A2780,-20.21319358,0
VINBLASTINE,DINACICLIB,A375,-3.790668718,0
VINBLASTINE,DINACICLIB,A427,-16.62875411,0
VINBLASTINE,DINACICLIB,CAOV3,-32.2301558,0
VINBLASTINE,DINACICLIB,ES2,11.8012607,1
VINBLASTINE,DINACICLIB,HCT116,-27.32015182,0
VINBLASTINE,DINACICLIB,HT144,-13.64174523,0
VINBLASTINE,DINACICLIB,HT29,-23.80891416,0
VINBLASTINE,DINACICLIB,LOVO,-20.29283824,0
VINBLASTINE,DINACICLIB,MDAMB436,-21.74415889,0
VINBLASTINE,DINACICLIB,MSTO,-13.02853204,0
VINBLASTINE,DINACICLIB,NCIH1650,-21.20039221,0
VINBLASTINE,DINACICLIB,NCIH2122,-37.84606202,0
VINBLASTINE,DINACICLIB,NCIH23,-31.19458031,0
VINBLASTINE,DINACICLIB,NCIH460,-15.32815597,0
VINBLASTINE,DINACICLIB,NCIH520,-31.63086613,0
VINBLASTINE,DINACICLIB,OV90,-26.25964814,0
VINBLASTINE,DINACICLIB,RKO,-0.017717894,0
VINBLASTINE,DINACICLIB,RPMI7951,-11.12907649,0
VINBLASTINE,DINACICLIB,SKMEL30,-9.587567124,0
VINBLASTINE,DINACICLIB,SKMES1,-27.53005918,0
VINBLASTINE,DINACICLIB,SKOV3,-21.12419762,0
VINBLASTINE,DINACICLIB,SW620,12.6922487,1
VINBLASTINE,DINACICLIB,SW837,-19.21834825,0
VINBLASTINE,DINACICLIB,T47D,-59.97465657,0
VINBLASTINE,DINACICLIB,UACC62,-2.471797905,0
VINBLASTINE,DINACICLIB,VCAP,-16.98016101,0
VINBLASTINE,DINACICLIB,ZR751,-30.90163936,0
VINBLASTINE,ERLOTINIB,A2058,85.57939365,1
VINBLASTINE,ERLOTINIB,A375,45.22157703,1
VINBLASTINE,ERLOTINIB,A427,26.87059183,1
VINBLASTINE,ERLOTINIB,CAOV3,23.24715405,1
VINBLASTINE,ERLOTINIB,ES2,58.79504997,1
VINBLASTINE,ERLOTINIB,HCT116,71.50881052,1
VINBLASTINE,ERLOTINIB,HT144,33.69883247,1
VINBLASTINE,ERLOTINIB,HT29,49.68847538,1
VINBLASTINE,ERLOTINIB,KPL1,44.65469026,1
VINBLASTINE,ERLOTINIB,LNCAP,17.04832522,1
VINBLASTINE,ERLOTINIB,LOVO,42.3579718,1
VINBLASTINE,ERLOTINIB,MDAMB436,15.69197353,1
VINBLASTINE,ERLOTINIB,MSTO,19.18790741,1
VINBLASTINE,ERLOTINIB,NCIH2122,39.33975616,1
VINBLASTINE,ERLOTINIB,NCIH23,14.02364341,1
VINBLASTINE,ERLOTINIB,NCIH460,55.54657753,1
VINBLASTINE,ERLOTINIB,NCIH520,39.94346161,1
VINBLASTINE,ERLOTINIB,OV90,19.70598176,1
VINBLASTINE,ERLOTINIB,RKO,64.85230465,1
VINBLASTINE,ERLOTINIB,RPMI7951,19.39465925,1
VINBLASTINE,ERLOTINIB,SKMEL30,43.33310365,1
VINBLASTINE,ERLOTINIB,SKMES1,28.62470543,1
VINBLASTINE,ERLOTINIB,SKOV3,41.011108,1
VINBLASTINE,ERLOTINIB,SW620,59.56206452,1
VINBLASTINE,ERLOTINIB,SW837,54.25688552,1
VINBLASTINE,ERLOTINIB,T47D,-14.05261606,0
VINBLASTINE,ERLOTINIB,UACC62,32.31482524,1
VINBLASTINE,ERLOTINIB,VCAP,114.6457311,1
VINBLASTINE,ERLOTINIB,ZR751,40.44572347,1
VINBLASTINE,GELDANAMYCIN,A2058,-12.87229487,0
VINBLASTINE,GELDANAMYCIN,A2780,-18.22399153,0
VINBLASTINE,GELDANAMYCIN,A375,14.62997756,1
VINBLASTINE,GELDANAMYCIN,A427,-12.00738927,0
VINBLASTINE,GELDANAMYCIN,CAOV3,-30.65969489,0
VINBLASTINE,GELDANAMYCIN,HCT116,-16.39905805,0
VINBLASTINE,GELDANAMYCIN,HT144,-17.92428323,0
VINBLASTINE,GELDANAMYCIN,HT29,-35.70527713,0
VINBLASTINE,GELDANAMYCIN,KPL1,-14.93310888,0
VINBLASTINE,GELDANAMYCIN,LNCAP,-148.2415814,0
VINBLASTINE,GELDANAMYCIN,LOVO,-28.62431489,0
VINBLASTINE,GELDANAMYCIN,MDAMB436,-3.673009117,0
VINBLASTINE,GELDANAMYCIN,MSTO,-57.27205328,0
VINBLASTINE,GELDANAMYCIN,NCIH1650,-26.43318161,0
VINBLASTINE,GELDANAMYCIN,NCIH2122,-41.98659526,0
VINBLASTINE,GELDANAMYCIN,NCIH23,-24.91058246,0
VINBLASTINE,GELDANAMYCIN,NCIH460,-29.03978051,0
VINBLASTINE,GELDANAMYCIN,NCIH520,-21.14714659,0
VINBLASTINE,GELDANAMYCIN,OV90,-24.72680222,0
VINBLASTINE,GELDANAMYCIN,RKO,-7.00195572,0
VINBLASTINE,GELDANAMYCIN,RPMI7951,-11.90252931,0
VINBLASTINE,GELDANAMYCIN,SKMEL30,-18.15600231,0
VINBLASTINE,GELDANAMYCIN,SKMES1,-23.27499983,0
VINBLASTINE,GELDANAMYCIN,SKOV3,-8.065646386,0
VINBLASTINE,GELDANAMYCIN,SW620,-3.809024947,0
VINBLASTINE,GELDANAMYCIN,SW837,-30.91373154,0
VINBLASTINE,GELDANAMYCIN,T47D,-16.3040975,0
VINBLASTINE,GELDANAMYCIN,UACC62,-77.82985735,0
VINBLASTINE,GELDANAMYCIN,VCAP,-5.97610342,0
VINBLASTINE,GELDANAMYCIN,ZR751,-21.41855019,0
VINBLASTINE,L778123,A2058,82.51665184,1
VINBLASTINE,L778123,A375,34.22899361,1
VINBLASTINE,L778123,A427,46.06766584,1
VINBLASTINE,L778123,CAOV3,18.32951966,1
VINBLASTINE,L778123,ES2,42.75639743,1
VINBLASTINE,L778123,HCT116,29.99272324,1
VINBLASTINE,L778123,HT144,28.3572738,1
VINBLASTINE,L778123,HT29,29.80102376,1
VINBLASTINE,L778123,LNCAP,-85.75874254,0
VINBLASTINE,L778123,LOVO,13.08406127,1
VINBLASTINE,L778123,MDAMB436,23.10617121,1
VINBLASTINE,L778123,MSTO,-5.810183469,0
VINBLASTINE,L778123,NCIH1650,30.84218436,1
VINBLASTINE,L778123,NCIH2122,14.7360027,1
VINBLASTINE,L778123,NCIH23,22.60535378,1
VINBLASTINE,L778123,NCIH460,29.74340745,1
VINBLASTINE,L778123,NCIH520,15.54151981,1
VINBLASTINE,L778123,OV90,37.34672381,1
VINBLASTINE,L778123,RKO,42.86699365,1
VINBLASTINE,L778123,RPMI7951,22.57468317,1
VINBLASTINE,L778123,SKMEL30,20.98314015,1
VINBLASTINE,L778123,SKMES1,23.19915772,1
VINBLASTINE,L778123,SKOV3,33.79519346,1
VINBLASTINE,L778123,SW620,54.0558313,1
VINBLASTINE,L778123,SW837,44.26821981,1
VINBLASTINE,L778123,T47D,20.39818072,1
VINBLASTINE,L778123,UACC62,21.25294408,1
VINBLASTINE,L778123,VCAP,53.11094325,1
VINBLASTINE,L778123,ZR751,19.50741773,1
VINBLASTINE,LAPATINIB,A2058,28.72204641,1
VINBLASTINE,LAPATINIB,A2780,-5.061144539,0
VINBLASTINE,LAPATINIB,A375,22.83658596,1
VINBLASTINE,LAPATINIB,A427,-34.8937392,0
VINBLASTINE,LAPATINIB,CAOV3,-4.335261172,0
VINBLASTINE,LAPATINIB,ES2,18.9213898,1
VINBLASTINE,LAPATINIB,HT29,-10.92119874,0
VINBLASTINE,LAPATINIB,LNCAP,-29.05116225,0
VINBLASTINE,LAPATINIB,LOVO,33.08985674,1
VINBLASTINE,LAPATINIB,MDAMB436,-15.41813187,0
VINBLASTINE,LAPATINIB,NCIH1650,-7.894081137,0
VINBLASTINE,LAPATINIB,NCIH2122,-24.98687907,0
VINBLASTINE,LAPATINIB,NCIH23,-10.5428104,0
VINBLASTINE,LAPATINIB,NCIH520,-2.579725695,0
VINBLASTINE,LAPATINIB,OV90,-18.18239461,0
VINBLASTINE,LAPATINIB,RKO,-14.77233304,0
VINBLASTINE,LAPATINIB,RPMI7951,-9.670425864,0
VINBLASTINE,LAPATINIB,SKMEL30,-10.25160505,0
VINBLASTINE,LAPATINIB,SKOV3,17.30961732,1
VINBLASTINE,LAPATINIB,SW837,33.39639297,1
VINBLASTINE,LAPATINIB,T47D,-33.91977071,0
VINBLASTINE,LAPATINIB,UACC62,-0.767746624,0
VINBLASTINE,LAPATINIB,VCAP,15.20486157,1
VINBLASTINE,LAPATINIB,ZR751,-6.03486564,0
VINBLASTINE,MK-2206,A375,20.50186319,1
VINBLASTINE,MK-2206,A427,-31.09447208,0
VINBLASTINE,MK-2206,CAOV3,-1.933284392,0
VINBLASTINE,MK-2206,HCT116,-19.9160462,0
VINBLASTINE,MK-2206,HT144,24.67751112,1
VINBLASTINE,MK-2206,HT29,-4.761721883,0
VINBLASTINE,MK-2206,KPL1,20.91663669,1
VINBLASTINE,MK-2206,LNCAP,-8.853629726,0
VINBLASTINE,MK-2206,LOVO,10.28240512,1
VINBLASTINE,MK-2206,MDAMB436,-13.84621056,0
VINBLASTINE,MK-2206,MSTO,46.76569279,1
VINBLASTINE,MK-2206,NCIH2122,-34.7974911,0
VINBLASTINE,MK-2206,NCIH23,-7.184761461,0
VINBLASTINE,MK-2206,NCIH520,13.16812022,1
VINBLASTINE,MK-2206,SKMEL30,-5.917691548,0
VINBLASTINE,MK-2206,SKOV3,11.34442615,1
VINBLASTINE,MK-2206,SW837,-7.286616996,0
VINBLASTINE,MK-2206,UACC62,28.97072492,1
VINBLASTINE,MK-2206,VCAP,-9.689371566,0
VINBLASTINE,MK-4827,A2058,-13.3879235,0
VINBLASTINE,MK-4827,A2780,-11.40134251,0
VINBLASTINE,MK-4827,A375,-18.96388412,0
VINBLASTINE,MK-4827,A427,-12.06344511,0
VINBLASTINE,MK-4827,CAOV3,-33.48756779,0
VINBLASTINE,MK-4827,ES2,11.75705427,1
VINBLASTINE,MK-4827,HCT116,-9.148159827,0
VINBLASTINE,MK-4827,HT144,-2.444380765,0
VINBLASTINE,MK-4827,HT29,-10.08507429,0
VINBLASTINE,MK-4827,LNCAP,-46.64719467,0
VINBLASTINE,MK-4827,LOVO,-2.883093299,0
VINBLASTINE,MK-4827,MDAMB436,-1.827723663,0
VINBLASTINE,MK-4827,NCIH2122,17.93840553,1
VINBLASTINE,MK-4827,NCIH23,-26.15634803,0
VINBLASTINE,MK-4827,NCIH520,-18.66022759,0
VINBLASTINE,MK-4827,OV90,-15.82092885,0
VINBLASTINE,MK-4827,RPMI7951,-5.581326895,0
VINBLASTINE,MK-4827,SKMEL30,-3.448913159,0
VINBLASTINE,MK-4827,SKMES1,-7.512392798,0
VINBLASTINE,MK-4827,SKOV3,21.07144249,1
VINBLASTINE,MK-4827,SW620,30.93184487,1
VINBLASTINE,MK-4827,SW837,-21.71800764,0
VINBLASTINE,MK-4827,T47D,-48.76345081,0
VINBLASTINE,MK-4827,UACC62,-1.625383808,0
VINBLASTINE,MK-4827,VCAP,16.41753732,1
VINBLASTINE,MK-4827,ZR751,-2.066075273,0
VINBLASTINE,MK-5108,A2058,23.69537252,1
VINBLASTINE,MK-5108,ES2,18.47740082,1
VINBLASTINE,MK-5108,HCT116,21.84395569,1
VINBLASTINE,MK-5108,HT144,13.58100809,1
VINBLASTINE,MK-5108,HT29,41.01907392,1
VINBLASTINE,MK-5108,KPL1,13.99329321,1
VINBLASTINE,MK-5108,MDAMB436,19.73835213,1
VINBLASTINE,MK-5108,MSTO,29.37038012,1
VINBLASTINE,MK-5108,NCIH1650,20.87386169,1
VINBLASTINE,MK-5108,NCIH2122,-7.507888002,0
VINBLASTINE,MK-5108,NCIH460,-4.439803395,0
VINBLASTINE,MK-5108,OV90,16.38575066,1
VINBLASTINE,MK-5108,RKO,41.33619823,1
VINBLASTINE,MK-5108,RPMI7951,-3.534605935,0
VINBLASTINE,MK-5108,SKMEL30,28.6090276,1
VINBLASTINE,MK-5108,SKMES1,10.01479228,1
VINBLASTINE,MK-5108,SKOV3,25.39738061,1
VINBLASTINE,MK-5108,SW620,37.52096948,1
VINBLASTINE,MK-5108,SW837,36.25399761,1
VINBLASTINE,MK-5108,UACC62,14.77807013,1
VINBLASTINE,MK-5108,VCAP,39.35686611,1
VINBLASTINE,MK-5108,ZR751,-1.661185587,0
VINBLASTINE,MK-8669,A2058,50.48578982,1
VINBLASTINE,MK-8669,A427,-5.569242087,0
VINBLASTINE,MK-8669,CAOV3,-8.431965662,0
VINBLASTINE,MK-8669,ES2,23.62142238,1
VINBLASTINE,MK-8669,HCT116,-19.22634478,0
VINBLASTINE,MK-8669,HT144,23.29859282,1
VINBLASTINE,MK-8669,KPL1,58.50727318,1
VINBLASTINE,MK-8669,LNCAP,16.57473139,1
VINBLASTINE,MK-8669,LOVO,32.69924727,1
VINBLASTINE,MK-8669,MDAMB436,-3.438089674,0
VINBLASTINE,MK-8669,MSTO,69.31644893,1
VINBLASTINE,MK-8669,NCIH1650,13.69432655,1
VINBLASTINE,MK-8669,NCIH2122,-8.911281785,0
VINBLASTINE,MK-8669,NCIH23,-5.47761084,0
VINBLASTINE,MK-8669,NCIH460,-3.734064399,0
VINBLASTINE,MK-8669,NCIH520,-2.809992038,0
VINBLASTINE,MK-8669,OV90,17.83988044,1
VINBLASTINE,MK-8669,RKO,16.90698432,1
VINBLASTINE,MK-8669,RPMI7951,20.07000003,1
VINBLASTINE,MK-8669,SKMEL30,30.07980797,1
VINBLASTINE,MK-8669,SKMES1,20.11197445,1
VINBLASTINE,MK-8669,SKOV3,40.58721873,1
VINBLASTINE,MK-8669,SW620,22.7495252,1
VINBLASTINE,MK-8669,T47D,32.45522961,1
VINBLASTINE,MK-8669,UACC62,29.64229297,1
VINBLASTINE,MK-8669,VCAP,31.85489656,1
VINBLASTINE,MK-8669,ZR751,23.22303048,1
VINBLASTINE,MK-8776,A2058,13.54953956,1
VINBLASTINE,MK-8776,A2780,-13.29820428,0
VINBLASTINE,MK-8776,A375,10.89782034,1
VINBLASTINE,MK-8776,A427,-22.15026766,0
VINBLASTINE,MK-8776,CAOV3,-4.691347893,0
VINBLASTINE,MK-8776,ES2,22.81604465,1
VINBLASTINE,MK-8776,HCT116,-9.519189217,0
VINBLASTINE,MK-8776,HT29,-18.85023674,0
VINBLASTINE,MK-8776,KPL1,-1.792815619,0
VINBLASTINE,MK-8776,LNCAP,11.28281088,1
VINBLASTINE,MK-8776,MDAMB436,-11.27802511,0
VINBLASTINE,MK-8776,MSTO,-6.709150994,0
VINBLASTINE,MK-8776,NCIH1650,15.14628015,1
VINBLASTINE,MK-8776,NCIH2122,-48.00194577,0
VINBLASTINE,MK-8776,NCIH23,-21.19126682,0
VINBLASTINE,MK-8776,NCIH460,-9.216638234,0
VINBLASTINE,MK-8776,NCIH520,-7.334796274,0
VINBLASTINE,MK-8776,OV90,-10.43451866,0
VINBLASTINE,MK-8776,RPMI7951,-28.90426431,0
VINBLASTINE,MK-8776,SKMEL30,-0.520000541,0
VINBLASTINE,MK-8776,SKMES1,-23.38064444,0
VINBLASTINE,MK-8776,SW837,-30.7718173,0
VINBLASTINE,MK-8776,T47D,-91.15214814,0
VINBLASTINE,MK-8776,ZR751,-30.28771582,0
VINBLASTINE,PD325901,A2058,14.18810728,1
VINBLASTINE,PD325901,A2780,10.86787134,1
VINBLASTINE,PD325901,A375,-1.731966966,0
VINBLASTINE,PD325901,CAOV3,-13.90924947,0
